wName2,wTrueRank2,wEstRank2,wTrueBin2,wEstBin2
42235,25365,25705,43,43
42237,25366,25587,43,43
42239,25367,25680,43,43
42241,25368,25155,43,42
42243,25369,25644,43,43
42244,25370,25175,43,42
42246,25371,25508,43,43
42247,25372,25660,43,43
42248,25373,25190,43,42
42249,25374,24724,43,42
42251,25375,24815,43,42
42253,25376,25829,43,44
42255,25377,25108,43,42
42256,25378,25822,43,44
42257,25379,25376,43,43
42262,25380,25482,43,43
42263,25381,25967,43,44
42264,25382,25510,43,43
42265,25383,25603,43,43
42266,25384,25910,43,44
42267,25385,25278,43,43
42269,25386,25818,43,44
42270,25387,25004,43,42
42271,25388,25604,43,43
42273,25389,25661,43,43
42274,25390,24826,43,42
42279,25391,25742,43,43
42280,25392,25019,43,42
42281,25393,25706,43,43
42282,25394,25346,43,43
42283,25395,25724,43,43
42284,25396,25894,43,44
42285,25397,25271,43,43
42287,25398,25936,43,44
42289,25399,25879,43,44
42290,25400,24835,43,42
42292,25401,25842,43,44
42293,25402,25707,43,43
42294,25403,23625,43,40
42296,25404,25084,43,42
42297,25405,25085,43,42
42302,25406,25504,43,43
42304,25407,25662,43,43
42305,25408,25968,43,44
42306,25409,25708,43,43
42307,25410,25663,43,43
42308,25411,25361,43,43
42309,25412,24742,43,42
42310,25413,24679,43,42
42312,25414,25506,43,43
42316,25415,25766,43,43
42318,25416,25176,43,42
42319,25417,25817,43,44
42321,25418,25613,43,43
42323,25419,25664,43,43
42324,25420,25755,43,43
42325,25421,25859,43,44
42326,25422,25911,43,44
42327,25423,25743,43,43
42329,25424,25665,43,43
42330,25425,25223,43,43
42332,25426,25969,43,44
42333,25427,25307,43,43
42336,25428,25709,43,43
42339,25429,25732,43,43
42340,25430,25538,43,43
42341,25431,25025,43,42
42343,25432,25283,43,43
42346,25433,25512,43,43
42349,25434,24904,43,42
42350,25435,25243,43,43
42351,25436,25101,43,42
42352,25437,25889,43,44
42353,25438,25513,43,43
42354,25439,25091,43,42
42355,25440,25666,43,43
42356,25441,25870,43,44
42357,25442,25971,43,44
42361,25443,25641,43,43
42363,25444,25800,43,43
42364,25445,25782,43,43
42365,25446,25913,43,44
42367,25447,25483,43,43
42368,25448,24326,43,41
42370,25449,25886,43,44
42372,25450,25024,43,42
42373,25451,25230,43,43
42375,25452,25801,43,44
42376,25453,25744,43,43
42377,25454,25086,43,42
42380,25455,24853,43,42
42382,25456,25710,43,43
42384,25457,25673,43,43
42385,25458,24929,43,42
42386,25459,25530,43,43
42387,25460,25127,43,42
42389,25461,25494,43,43
42390,25462,25776,43,43
42392,25463,25846,43,44
42393,25464,25872,43,44
42394,25465,25802,43,44
42395,25466,25578,43,43
42397,25467,25173,43,42
42399,25468,25972,43,44
42400,25469,25113,43,42
42401,25470,25745,43,43
42402,25471,25629,43,43
42404,25472,25275,43,43
42405,25473,25973,43,44
42407,25474,25391,43,43
42409,25475,25500,43,43
42410,25476,25238,43,43
42411,25477,25803,43,44
42412,25478,25605,43,43
42413,25479,25582,43,43
42416,25480,25606,43,43
42419,25481,25514,43,43
42422,25482,25700,43,43
42423,25483,25844,43,44
42424,25484,25570,43,43
42425,25485,25541,43,43
42430,25486,25200,43,42
42435,25487,25914,43,44
42437,25488,25414,43,43
42438,25489,24836,43,42
42439,25490,25266,43,43
42440,25491,25484,43,43
42442,25492,25055,43,42
42445,25493,25701,43,43
42446,25494,25804,43,44
42447,25495,25853,43,44
42451,25496,25515,43,43
42452,25497,25608,43,43
42455,25498,25495,43,43
42456,25499,25174,43,42
42457,25500,25646,43,43
42460,25501,25746,43,43
42462,25502,25767,43,43
42464,25503,25627,43,43
42465,25504,25583,43,43
42466,25505,25677,43,43
42467,25506,25199,43,42
42468,25507,25880,43,44
42469,25508,25915,43,44
42470,25509,25819,43,44
42471,25510,25867,43,44
42473,25511,25774,43,43
42478,25512,25805,43,44
42482,25513,25692,43,43
42483,25514,25323,43,43
42484,25515,25675,43,43
42485,25516,25398,43,43
42486,25517,25639,43,43
42487,25518,25466,43,43
42488,25519,25552,43,43
42489,25520,25633,43,43
42495,25521,25763,43,43
42497,25522,25529,43,43
42503,25523,24891,43,42
42504,25524,25725,43,43
42505,25525,25869,43,44
42509,25526,25899,43,44
42511,25527,25093,43,42
42515,25528,25202,43,43
42517,25529,25693,43,43
42521,25530,25974,43,44
42525,25531,25723,43,43
42526,25532,25501,43,43
42527,25533,25609,43,43
42528,25534,25104,43,42
42529,25535,24967,43,42
42531,25536,25217,43,43
42532,25537,25756,43,43
42534,25538,25916,43,44
42537,25539,25362,43,43
42538,25540,25574,43,43
42539,25541,25634,43,43
42540,25542,25831,43,44
42541,25543,25903,43,44
42543,25544,25635,43,43
42544,25545,25786,43,43
42546,25546,24999,43,42
42547,25547,25399,43,43
42549,25548,25420,43,43
42555,25549,23207,43,39
42557,25550,25326,43,43
42558,25551,25400,43,43
42560,25552,25645,43,43
42561,25553,25896,43,44
42562,25554,25777,43,43
42564,25555,25195,43,42
42566,25556,25734,43,43
42570,25557,25636,43,43
42572,25558,25525,43,43
42573,25559,25676,43,43
42575,25560,24805,43,42
42576,25561,25769,43,43
42577,25562,25975,43,44
42578,25563,23840,43,40
42579,25564,25942,43,44
42581,25565,25450,43,43
42582,25566,25087,43,42
42585,25567,25976,43,44
42586,25568,25417,43,43
42588,25569,25575,43,43
42589,25570,25497,43,43
42590,25571,25472,43,43
42594,25572,25791,43,43
42595,25573,25441,43,43
42597,25574,25637,43,43
42598,25575,25851,43,44
42599,25576,25711,43,43
42600,25577,25757,43,43
42601,25578,25917,43,44
42602,25579,25699,43,43
42603,25580,25770,43,43
42604,25581,24314,43,41
42607,25582,25579,43,43
42608,25583,25785,43,43
42609,25584,24905,43,42
42610,25585,25553,43,43
42611,25586,25937,43,44
42612,25587,25918,43,44
42614,25588,25773,43,43
42615,25589,25445,43,43
42616,25590,25268,43,43
42618,25591,25667,43,43
42619,25592,25413,43,43
42620,25593,24055,43,41
42621,25594,25712,43,43
42622,25595,25153,43,42
42623,25596,24963,43,42
42625,25597,25415,43,43
42627,25598,25806,43,44
42629,25599,25490,43,43
42630,25600,25654,43,43
42631,25601,24943,43,42
42632,25602,25807,43,44
42633,25603,25919,43,44
42634,25604,25775,43,43
42636,25605,25977,43,44
42638,25606,25485,43,43
42640,25607,25808,43,44
42643,25608,24837,43,42
42646,25609,25562,43,43
42650,25610,25526,43,43
42651,25611,25920,43,44
42654,25612,25610,43,43
42658,25613,25978,43,44
42660,25614,25561,43,43
42661,25615,25694,43,43
42663,25616,25935,43,44
42664,25617,25539,43,43
42665,25618,25702,43,43
42670,25619,25012,43,42
42671,25620,25449,43,43
42675,25621,25648,43,43
42676,25622,25921,43,44
42678,25623,25502,43,43
42679,25624,23796,43,40
42681,25625,25729,43,43
42682,25626,25922,43,44
42683,25627,25412,43,43
42685,25628,25845,43,44
42687,25629,25737,43,43
42688,25630,25747,43,43
42689,25631,24682,43,42
42690,25632,25368,43,43
42692,25633,25852,43,44
42694,25634,25544,43,43
42695,25635,24236,43,41
42696,25636,25486,43,43
42700,25637,25748,43,43
42702,25638,25416,43,43
42703,25639,22886,43,39
42705,25640,25638,43,43
42706,25641,25021,43,42
42707,25642,25098,43,42
42709,25643,25269,43,43
42711,25644,25881,43,44
42712,25645,25779,43,43
42716,25646,24906,43,42
42717,25647,25931,43,44
42718,25648,25135,43,42
42719,25649,25557,43,43
42720,25650,23643,43,40
42722,25651,25823,43,44
42724,25652,25227,43,43
42725,25653,25824,43,44
42726,25654,25825,43,44
42727,25655,25749,43,43
42728,25656,25719,43,43
42730,25657,25389,43,43
42731,25658,25226,43,43
42732,25659,24995,43,42
42733,25660,18749,43,32
42736,25661,25830,43,44
42737,25662,25611,43,43
42738,25663,25924,43,44
42739,25664,23601,43,40
42740,25665,25979,43,44
42743,25666,25758,43,43
42745,25667,25980,43,44
42746,25668,25094,43,42
42748,25669,25487,43,43
42749,25670,25247,43,43
42751,25671,25848,43,44
42752,25672,25088,43,42
42753,25673,25688,43,43
42754,25674,25499,43,43
42756,25675,25426,43,43
42758,25676,25149,43,42
42762,25677,25860,43,44
42763,25678,25411,43,43
42764,25679,25318,43,43
42766,25680,25655,43,43
42774,25681,25668,43,43
42776,25682,25401,43,43
42777,25683,24678,43,42
42780,25684,25713,43,43
42782,25685,24913,43,42
42785,25686,25882,43,44
42786,25687,24297,43,41
42788,25688,25623,43,43
42791,25689,25518,43,43
42792,25690,25470,43,43
42793,25691,25380,43,43
42794,25692,25809,43,44
42796,25693,25488,43,43
42799,25694,25883,43,44
42804,25695,25891,43,44
42805,25696,25695,43,43
42806,25697,25750,43,43
42809,25698,24737,43,42
42810,25699,25981,43,44
42811,25700,25780,43,43
42812,25701,25832,43,44
42813,25702,25554,43,43
42816,25703,25669,43,43
42818,25704,25670,43,43
42821,25705,25491,43,43
42822,25706,25925,43,44
42824,25707,25722,43,43
42825,25708,25000,43,42
42828,25709,25555,43,43
42830,25710,25292,43,43
42832,25711,25556,43,43
42833,25712,24392,43,41
42834,25713,24210,43,41
42835,25714,25619,43,43
42836,25715,25542,43,43
42837,25716,25418,43,43
42838,25717,25784,43,43
42839,25718,25649,43,43
42841,25719,25751,43,43
42842,25720,25516,43,43
42844,25721,24838,43,42
42847,25722,25792,43,43
42848,25723,24912,43,42
42849,25724,25191,43,42
42851,25725,25225,43,43
42854,25726,25752,43,43
42856,25727,25926,43,44
42857,25728,25714,43,43
42859,25729,25543,43,43
42860,25730,25503,43,43
42862,25731,25402,43,43
42863,25732,25982,43,44
42864,25733,25280,43,43
42866,25734,25928,43,44
42868,25735,25985,43,44
42871,25736,24907,43,42
42872,25737,25753,43,43
42873,25738,25986,43,44
42874,25739,25987,43,44
42875,25740,24860,43,42
42879,25741,25810,43,44
42880,25742,25687,43,43
42882,25743,25189,43,42
42883,25744,25622,43,43
42887,25745,25715,43,43
42888,25746,25681,43,43
42890,25747,25403,43,43
42892,25748,24902,43,42
42893,25749,25548,43,43
42894,25750,25089,43,42
42895,25751,25177,43,42
42896,25752,25340,43,43
42897,25753,25489,43,43
42898,25754,25492,43,43
42901,25755,25576,43,43
42902,25756,25520,43,43
42903,25757,25988,43,44
42904,25758,25989,43,44
42905,25759,25811,43,44
42907,25760,25276,43,43
42908,25761,24850,43,42
42910,25762,25716,43,43
42911,25763,25940,43,44
42912,25764,25002,43,42
42914,25765,25032,43,42
42916,25766,25721,43,43
42919,25767,25169,43,42
42920,25768,25473,43,43
42923,25769,25717,43,43
42924,25770,25109,43,42
42926,25771,25536,43,43
42927,25772,25686,43,43
42928,25773,24887,43,42
42930,25774,25929,43,44
42931,25775,25671,43,43
42932,25776,24840,43,42
42934,25777,23607,43,40
42935,25778,25624,43,43
42941,25779,25812,43,44
42942,25780,25813,43,44
42943,25781,25565,43,43
42946,25782,25298,43,43
42947,25783,24954,43,42
42949,25784,25158,43,42
42950,25785,25598,43,43
42951,25786,25540,43,43
42953,25787,25471,43,43
42956,25788,25597,43,43
42957,25789,25679,43,43
42958,25790,25392,43,43
42960,25791,25849,43,44
42961,25792,25281,43,43
42963,25793,24900,43,42
42964,25794,25990,43,44
42965,25795,25718,43,43
42968,25796,24743,43,42
42970,25797,24952,43,42
42972,25798,25855,43,44
42973,25799,25884,43,44
42974,25800,25615,43,43
42975,25801,26053,44,44
42978,25802,25927,44,44
42979,25803,26431,44,45
42981,25804,26405,44,45
42985,25805,26122,44,44
42987,25806,26516,44,45
42988,25807,25960,44,44
42989,25808,26334,44,44
42990,25809,26168,44,44
42992,25810,26054,44,44
42993,25811,25517,44,43
42995,25812,26134,44,44
42996,25813,26156,44,44
42999,25814,23621,44,40
43001,25815,26290,44,44
43004,25816,25992,44,44
43006,25817,26380,44,44
43011,25818,26449,44,45
43012,25819,26089,44,44
43020,25820,24710,44,42
43022,25821,26099,44,44
43023,25822,25787,44,43
43025,25823,25895,44,44
43029,25824,26169,44,44
43030,25825,26249,44,44
43031,25826,26205,44,44
43032,25827,26328,44,44
43033,25828,26143,44,44
43034,25829,26148,44,44
43036,25830,26406,44,45
43037,25831,26310,44,44
43038,25832,26129,44,44
43040,25833,25838,44,44
43041,25834,26118,44,44
43042,25835,26206,44,44
43044,25836,26423,44,45
43045,25837,26434,44,45
43047,25838,26207,44,44
43048,25839,25727,44,43
43049,25840,26208,44,44
43050,25841,26209,44,44
43051,25842,26259,44,44
43053,25843,26335,44,44
43057,25844,25993,44,44
43060,25845,26517,44,45
43062,25846,26188,44,44
43064,25847,26450,44,45
43065,25848,26170,44,44
43067,25849,26296,44,44
43069,25850,26022,44,44
43070,25851,26043,44,44
43071,25852,26407,44,45
43072,25853,26059,44,44
43074,25854,25900,44,44
43075,25855,25861,44,44
43076,25856,26393,44,44
43079,25857,25850,44,44
43083,25858,26408,44,45
43086,25859,26482,44,45
43087,25860,26484,44,45
43089,25861,26210,44,44
43090,25862,26518,44,45
43091,25863,26211,44,44
43094,25864,26094,44,44
43095,25865,26244,44,44
43096,25866,24960,44,42
43100,25867,26171,44,44
43101,25868,26358,44,44
43102,25869,25833,44,44
43104,25870,24577,44,41
43105,25871,26140,44,44
43107,25872,25944,44,44
43108,25873,25585,44,43
43111,25874,25509,44,43
43113,25875,25524,44,43
43114,25876,26212,44,44
43115,25877,25626,44,43
43116,25878,25643,44,43
43118,25879,26409,44,45
43122,25880,26112,44,44
43130,25881,26040,44,44
43131,25882,25768,44,43
43132,25883,26485,44,45
43134,25884,26107,44,44
43136,25885,26356,44,44
43137,25886,26254,44,44
43139,25887,25871,44,44
43140,25888,26073,44,44
43141,25889,26162,44,44
43142,25890,26074,44,44
43143,25891,25994,44,44
43144,25892,26213,44,44
43145,25893,26166,44,44
43148,25894,26519,44,45
43149,25895,26075,44,44
43154,25896,26402,44,45
43155,25897,24824,44,42
43157,25898,25105,44,42
43159,25899,25835,44,44
43160,25900,26239,44,44
43161,25901,26049,44,44
43164,25902,26149,44,44
43165,25903,24944,44,42
43167,25904,26337,44,44
43169,25905,26312,44,44
43170,25906,26237,44,44
43171,25907,26191,44,44
43172,25908,26452,44,45
43173,25909,26250,44,44
43179,25910,26172,44,44
43182,25911,25904,44,44
43183,25912,26245,44,44
43184,25913,26019,44,44
43186,25914,26103,44,44
43189,25915,26381,44,44
43191,25916,26114,44,44
43192,25917,25617,44,43
43193,25918,26266,44,44
43196,25919,26291,44,44
43197,25920,25033,44,42
43199,25921,26002,44,44
43200,25922,26034,44,44
43201,25923,26520,44,45
43202,25924,26338,44,44
43203,25925,26521,44,45
43204,25926,26382,44,44
43205,25927,26195,44,44
43207,25928,26015,44,44
43209,25929,25590,44,43
43210,25930,26367,44,44
43213,25931,26487,44,45
43214,25932,25697,44,43
43215,25933,26331,44,44
43216,25934,26214,44,44
43218,25935,26100,44,44
43220,25936,26267,44,44
43222,25937,26032,44,44
43223,25938,25836,44,44
43224,25939,26165,44,44
43225,25940,25834,44,44
43226,25941,26215,44,44
43227,25942,26522,44,45
43228,25943,26164,44,44
43229,25944,25442,44,43
43231,25945,26424,44,45
43234,25946,26433,44,45
43235,25947,26488,44,45
43237,25948,25862,44,44
43238,25949,26470,44,45
43239,25950,26109,44,44
43240,25951,26339,44,44
43242,25952,26374,44,44
43244,25953,26395,44,44
43245,25954,25995,44,44
43247,25955,26216,44,44
43248,25956,25498,44,43
43251,25957,26297,44,44
43252,25958,25625,44,43
43253,25959,25956,44,44
43254,25960,26489,44,45
43256,25961,26453,44,45
43258,25962,25652,44,43
43259,25963,25958,44,44
43260,25964,26490,44,45
43263,25965,26076,44,44
43264,25966,26260,44,44
43265,25967,26130,44,44
43267,25968,25545,44,43
43270,25969,26523,44,45
43271,25970,26173,44,44
43272,25971,25647,44,43
43273,25972,26394,44,44
43274,25973,25957,44,44
43276,25974,26512,44,45
43278,25975,26340,44,44
43279,25976,25863,44,44
43280,25977,25058,44,42
43285,25978,26392,44,44
43289,25979,26044,44,44
43290,25980,26077,44,44
43291,25981,26454,44,45
43293,25982,26095,44,44
43295,25983,26325,44,44
43296,25984,25099,44,42
43297,25985,26096,44,44
43298,25986,26115,44,44
43299,25987,25691,44,43
43301,25988,24834,44,42
43302,25989,25970,44,44
43306,25990,25588,44,43
43307,25991,26526,44,45
43310,25992,26046,44,44
43311,25993,26341,44,44
43312,25994,26116,44,44
43313,25995,25632,44,43
43315,25996,24962,44,42
43317,25997,26403,44,45
43319,25998,25857,44,44
43320,25999,26372,44,44
43323,26000,26527,44,45
43325,26001,25964,44,44
43326,26002,25837,44,44
43328,26003,26289,44,44
43335,26004,26167,44,44
43336,26005,26455,44,45
43337,26006,26023,44,44
43340,26007,23650,44,40
43342,26008,26369,44,44
43343,26009,26318,44,44
43344,26010,26017,44,44
43347,26011,24916,44,42
43348,26012,26204,44,44
43349,26013,26066,44,44
43350,26014,26071,44,44
43351,26015,26298,44,44
43354,26016,25878,44,44
43357,26017,24970,44,42
43359,26018,25685,44,43
43360,26019,26135,44,44
43361,26020,25933,44,44
43362,26021,26217,44,44
43363,26022,26456,44,45
43364,26023,25616,44,43
43366,26024,26410,44,45
43367,26025,26200,44,44
43368,26026,26427,44,45
43369,26027,26265,44,44
43370,26028,26293,44,44
43371,26029,26332,44,44
43372,26030,26528,44,45
43376,26031,26097,44,44
43377,26032,26315,44,44
43378,26033,26529,44,45
43385,26034,26457,44,45
43386,26035,26531,44,45
43387,26036,26174,44,44
43388,26037,25444,44,43
43389,26038,26175,44,44
43390,26039,26005,44,44
43391,26040,26176,44,44
43392,26041,26202,44,44
43393,26042,25888,44,44
43396,26043,25592,44,43
43397,26044,26333,44,44
43399,26045,26113,44,44
43403,26046,25887,44,44
43405,26047,25938,44,44
43406,26048,26021,44,44
43409,26049,26078,44,44
43410,26050,26285,44,44
43413,26051,26287,44,44
43414,26052,26159,44,44
43415,26053,26110,44,44
43416,26054,26024,44,44
43417,26055,26435,44,45
43418,26056,26319,44,44
43419,26057,26491,44,45
43421,26058,26072,44,44
43422,26059,26079,44,44
43423,26060,26197,44,44
43425,26061,26492,44,45
43428,26062,26219,44,44
43429,26063,25690,44,43
43430,26064,26090,44,44
43435,26065,26299,44,44
43437,26066,26438,44,45
43438,26067,25761,44,43
43440,26068,26532,44,45
43446,26069,26429,44,45
43448,26070,25815,44,44
43449,26071,25262,44,43
43451,26072,26269,44,44
43453,26073,26030,44,44
43454,26074,25897,44,44
43455,26075,25546,44,43
43456,26076,24895,44,42
43458,26077,26469,44,45
43459,26078,26493,44,45
43460,26079,26184,44,44
43463,26080,26007,44,44
43464,26081,26418,44,45
43467,26082,26131,44,44
43468,26083,26365,44,44
43469,26084,26411,44,45
43470,26085,26042,44,44
43471,26086,26313,44,44
43472,26087,26300,44,44
43473,26088,26141,44,44
43474,26089,25959,44,44
43475,26090,26533,44,45
43476,26091,26101,44,44
43477,26092,26199,44,44
43478,26093,25618,44,43
43479,26094,26035,44,44
43481,26095,26177,44,44
43484,26096,26422,44,45
43485,26097,26383,44,44
43489,26098,26031,44,44
43490,26099,26495,44,45
43491,26100,26060,44,44
43494,26101,26137,44,44
43495,26102,25653,44,43
43497,26103,26119,44,44
43498,26104,26301,44,44
43499,26105,26373,44,44
43500,26106,26534,44,45
43501,26107,26068,44,44
43503,26108,26496,44,45
43504,26109,26412,44,45
43506,26110,26255,44,44
43508,26111,26220,44,44
43509,26112,26104,44,44
43510,26113,26221,44,44
43512,26114,25196,44,42
43515,26115,26010,44,44
43516,26116,26421,44,45
43517,26117,25996,44,44
43519,26118,26535,44,45
43522,26119,26047,44,44
43524,26120,26513,44,45
43525,26121,26222,44,44
43526,26122,26223,44,44
43528,26123,25760,44,43
43529,26124,26106,44,44
43531,26125,26008,44,44
43535,26126,26224,44,44
43537,26127,26384,44,44
43539,26128,26050,44,44
43543,26129,26413,44,45
43546,26130,26144,44,44
43548,26131,26235,44,44
43549,26132,26080,44,44
43550,26133,25961,44,44
43552,26134,26414,44,45
43554,26135,25983,44,44
43555,26136,26178,44,44
43558,26137,26415,44,45
43559,26138,26498,44,45
43560,26139,26125,44,44
43562,26140,25997,44,44
43565,26141,26225,44,44
43567,26142,26537,44,45
43568,26143,25923,44,44
43569,26144,26499,44,45
43573,26145,26385,44,44
43576,26146,26155,44,44
43578,26147,26401,44,45
43580,26148,26458,44,45
43581,26149,26192,44,44
43583,26150,26025,44,44
43584,26151,26302,44,44
43585,26152,26386,44,44
43588,26153,26459,44,45
43589,26154,26147,44,44
43592,26155,26243,44,44
43593,26156,25796,44,43
43594,26157,26500,44,45
43595,26158,26343,44,44
43596,26159,26387,44,44
43598,26160,26247,44,44
43600,26161,26379,44,44
43601,26162,25939,44,44
43602,26163,26157,44,44
43604,26164,26460,44,45
43605,26165,26344,44,44
43608,26166,26345,44,44
43609,26167,26292,44,44
43610,26168,26124,44,44
43611,26169,26058,44,44
43612,26170,26280,44,44
43614,26171,25589,44,43
43617,26172,25607,44,43
43618,26173,26357,44,44
43619,26174,26051,44,44
43622,26175,26246,44,44
43623,26176,26396,44,44
43625,26177,26190,44,44
43626,26178,26183,44,44
43632,26179,26346,44,44
43635,26180,26303,44,44
43636,26181,26117,44,44
43638,26182,25405,44,43
43639,26183,25593,44,43
43641,26184,26132,44,44
43643,26185,26362,44,44
43644,26186,24173,44,41
43645,26187,26037,44,44
43646,26188,25826,44,44
43647,26189,26311,44,44
43651,26190,26004,44,44
43652,26191,26404,44,45
43653,26192,26196,44,44
43654,26193,26538,44,45
43655,26194,25898,44,44
43656,26195,26375,44,44
43657,26196,26463,44,45
43659,26197,26539,44,45
43660,26198,25991,44,44
43661,26199,25527,44,43
43662,26200,26474,44,45
43664,26201,26258,44,44
43668,26202,25566,44,43
43670,26203,26355,44,44
43671,26204,26397,44,44
43673,26205,26026,44,44
43674,26206,26388,44,44
43675,26207,26316,44,44
43676,26208,26189,44,44
43678,26209,26081,44,44
43680,26210,26370,44,44
43681,26211,26294,44,44
43683,26212,26027,44,44
43684,26213,26540,44,45
43686,26214,26376,44,44
43689,26215,26138,44,44
43690,26216,26014,44,44
43691,26217,26041,44,44
43692,26218,26416,44,45
43697,26219,26270,44,44
43698,26220,25754,44,43
43699,26221,26070,44,44
43701,26222,26193,44,44
43702,26223,26389,44,44
43704,26224,26126,44,44
43708,26225,25628,44,43
43711,26226,25521,44,43
43712,26227,26327,44,44
43714,26228,26430,44,45
43715,26229,24957,44,42
43717,26230,26541,44,45
43718,26231,26093,44,44
43720,26232,24964,44,42
43721,26233,26251,44,44
43722,26234,26304,44,44
43725,26235,26347,44,44
43727,26236,26271,44,44
43728,26237,26108,44,44
43729,26238,26399,44,44
43730,26239,25594,44,43
43732,26240,26501,44,45
43733,26241,26055,44,44
43737,26242,25165,44,42
43738,26243,26348,44,44
43739,26244,26158,44,44
43741,26245,25962,44,44
43742,26246,25828,44,44
43743,26247,26272,44,44
43745,26248,26329,44,44
43746,26249,26120,44,44
43747,26250,26062,44,44
43749,26251,26057,44,44
43750,26252,26179,44,44
43756,26253,25865,44,44
43758,26254,24232,44,41
43759,26255,26477,44,45
43760,26256,26286,44,44
43761,26257,26390,44,44
43762,26258,26503,44,45
43763,26259,26464,44,45
43765,26260,26065,44,44
43769,26261,26428,44,45
43770,26262,26133,44,44
43773,26263,24254,44,41
43775,26264,25759,44,43
43777,26265,25827,44,44
43781,26266,26006,44,44
43782,26267,26504,44,45
43786,26268,26082,44,44
43787,26269,26009,44,44
43788,26270,26542,44,45
43789,26271,25651,44,43
43790,26272,26061,44,44
43792,26273,26111,44,44
43793,26274,26180,44,44
43794,26275,26146,44,44
43795,26276,26083,44,44
43797,26277,26436,44,45
43799,26278,26160,44,44
43800,26279,26185,44,44
43801,26280,25764,44,43
43803,26281,26105,44,44
43804,26282,26505,44,45
43805,26283,26226,44,44
43808,26284,26084,44,44
43811,26285,26238,44,44
43813,26286,26371,44,44
43815,26287,26305,44,44
43817,26288,25864,44,44
43818,26289,26256,44,44
43819,26290,26091,44,44
43820,26291,26252,44,44
43821,26292,26003,44,44
43823,26293,26273,44,44
43824,26294,26056,44,44
43825,26295,26127,44,44
43826,26296,26366,44,44
43829,26297,26295,44,44
43830,26298,25683,44,43
43831,26299,25873,44,44
43832,26300,26279,44,44
43834,26301,24893,44,42
43835,26302,26161,44,44
43836,26303,26465,44,45
43837,26304,26150,44,44
43838,26305,26317,44,44
43839,26306,26203,44,44
43840,26307,25595,44,43
43842,26308,25955,44,44
43843,26309,26227,44,44
43844,26310,25131,44,42
43845,26311,26506,44,45
43847,26312,26121,44,44
43848,26313,25998,44,44
43850,26314,26231,44,44
43851,26315,25999,44,44
43854,26316,26139,44,44
43856,26317,26349,44,44
43857,26318,25943,44,44
43858,26319,26432,44,45
43859,26320,26274,44,44
43861,26321,26377,44,44
43867,26322,26471,44,45
43868,26323,26016,44,44
43871,26324,26085,44,44
43872,26325,25728,44,43
43873,26326,26028,44,44
43876,26327,25584,44,43
43877,26328,26228,44,44
43879,26329,26543,44,45
43880,26330,26466,44,45
43881,26331,25558,44,43
43884,26332,26507,44,45
43885,26333,25560,44,43
43887,26334,25893,44,44
43888,26335,26229,44,44
43889,26336,26544,44,45
43890,26337,26330,44,44
43891,26338,26186,44,44
43892,26339,26514,44,45
43893,26340,25762,44,43
43895,26341,26052,44,44
43898,26342,26309,44,44
43899,26343,25963,44,44
43901,26344,25620,44,43
43903,26345,26306,44,44
43904,26346,26152,44,44
43905,26347,26064,44,44
43906,26348,26198,44,44
43908,26349,26307,44,44
43909,26350,26391,44,44
43910,26351,25331,44,43
43912,26352,26086,44,44
43914,26353,26048,44,44
43917,26354,26142,44,44
43918,26355,26020,44,44
43920,26356,26038,44,44
43921,26357,26181,44,44
43922,26358,26000,44,44
43924,26359,26473,44,45
43925,26360,26087,44,44
43927,26361,26467,44,45
43931,26362,26276,44,44
43934,26363,25720,44,43
43935,26364,26510,44,45
43936,26365,26233,44,44
43937,26366,26417,44,45
43939,26367,26029,44,44
43941,26368,26511,44,45
43942,26369,26288,44,44
43946,26370,26546,44,45
43947,26371,26378,44,44
43949,26372,26088,44,44
43950,26373,26102,44,44
43951,26374,26033,44,44
43953,26375,26001,44,44
43957,26376,26472,44,45
43959,26377,26277,44,44
43961,26378,21176,44,36
43965,26379,25567,44,43
43968,26380,26350,44,44
43970,26381,26182,44,44
43971,26382,26326,44,44
43974,26383,25840,44,44
43980,26384,26351,44,44
43981,26385,26468,44,45
43982,26386,26353,44,44
43983,26387,25814,44,44
43984,26388,25868,44,44
43985,26389,26240,44,44
43986,26390,26352,44,44
43988,26391,25534,44,43
43991,26392,26475,44,45
43992,26393,26275,44,44
43993,26394,26092,44,44
43994,26395,26547,44,45
43995,26396,26248,44,44
43997,26397,26476,44,45
43998,26398,26548,44,45
44001,26399,26550,44,45
44004,26400,25505,44,43
44005,26401,26425,45,45
44007,26402,25569,45,43
44009,26403,27140,45,46
44010,26404,26886,45,45
44011,26405,27141,45,46
44012,26406,26960,45,45
44013,26407,27013,45,46
44014,26408,26636,45,45
44016,26409,26907,45,45
44017,26410,26588,45,45
44018,26411,27072,45,46
44021,26412,26591,45,45
44024,26413,26776,45,45
44025,26414,27082,45,46
44026,26415,26612,45,45
44029,26416,26637,45,45
44030,26417,26820,45,45
44032,26418,26557,45,45
44033,26419,27223,45,46
44036,26420,26785,45,45
44037,26421,26687,45,45
44040,26422,26913,45,45
44042,26423,26917,45,45
44044,26424,27026,45,46
44045,26425,25559,45,43
44046,26426,26589,45,45
44047,26427,26268,45,44
44050,26428,25839,45,44
44051,26429,26524,45,45
44053,26430,27109,45,46
44055,26431,26567,45,45
44056,26432,26549,45,45
44057,26433,26963,45,45
44058,26434,26585,45,45
44061,26435,26724,45,45
44062,26436,24635,45,42
44064,26437,26810,45,45
44065,26438,27084,45,46
